duration,actor_2_name,genres,actor_1_name,actor_3_name,plot_keywords,budget,success_label,director_name,movie_title
85.0,Brianne Brozey,Adventure|Animation|Comedy|Family|Fantasy,Kyle Hebert,Joe Ochman,,34000000.0,0,Jeremy Degruson,Thunder and the House of Magic 
89.0,Veronika Vernadskaya,Action|Adventure|Horror|Sci-Fi|Thriller,Max Minghella,Dato Bakhtadze,alien|aurora borealis|critically bashed|killing an animal|nightclub,30000000.0,0,Chris Gorak,The Darkest Hour 
99.0,Stephen Boss,Drama|Music|Romance,Ryan Guzman,Misha Gabriel Hamilton,3 dimensional|dance|dancer|dancing|flash mob,33000000.0,0,Scott Speer,Step Up Revolution 
105.0,Kenan Thompson,Action|Adventure|Crime|Drama|Thriller,Lin Shaye,Rachel Blanchard,baby rattle|famous line|murder|passenger|snake,33000000.0,0,David R. Ellis,Snakes on a Plane 
97.0,Joseph Sikora,Crime|Horror|Mystery|Thriller,Keanu Reeves,Chris Ellis,fbi|murder|scene of the crime|serial killer|therapy,33000000.0,0,Joe Charbanic,The Watcher 
140.0,Marco St. John,Action|Crime|Drama|Thriller,Laura Harring,Eddie Jemison,death|family reunion|fbi|fbi agent|vigilante,33000000.0,0,Jonathan Hensleigh,The Punisher 
118.0,Kuno Becker,Drama|Romance|Sport,Sean Pertwee,Stephen Dillane,barrio|border|newcastle united|party|soccer,10000000.0,1,Danny Cannon,Goal! The Dream Begins 
94.0,Reggie Lee,Action|Crime|Thriller,Jason Statham,Robert John Burke,bodyguard|gang war|russian|russian mafia|triad,30000000.0,0,Boaz Yakin,Safe 
124.0,Kurt Fuller,Comedy|Drama|Romance,Angelina Jolie Pitt,Jake Weber,air traffic control|air traffic controller|female bodybuilder|job|marriage,38000000.0,0,Mike Newell,Pushing Tin 
134.0,Ian McDiarmid,Action|Adventure|Fantasy|Sci-Fi,Harrison Ford,Kenny Baker,death star|emperor|empire|princess|rebel,32500000.0,1,Richard Marquand,Star Wars: Episode VI - Return of the Jedi 
113.0,Jason Cope,Action|Sci-Fi|Thriller,Ryan Kruger,Jeremy Crutchley,cure|quarantine|scotland|virus|wall,30000000.0,0,Neil Marshall,Doomsday 
124.0,David Kross,Drama|Romance,Kate Winslet,Susanne Lothar,love|reading|teaching oneself to read|trial|war crime,32000000.0,1,Stephen Daldry,The Reader 
98.0,Lauren Ambrose,Comedy,Justin Theroux,Joe Lo Truglio,childbirth|female frontal nudity|nude protest|nudist|skinny dipping,,0,David Wain,Wanderlust 
97.0,Zooey Deschanel,Comedy|Family|Fantasy|Romance,Peter Dinklage,Will Ferrell,baby|christmas spirit|elf|new york city|north pole,33000000.0,1,Jon Favreau,Elf 
123.0,Kyra Sedgwick,Drama|Fantasy|Romance|Sci-Fi,Robert Duvall,David Gallagher,brain tumor|genius|psionic power|telekinesis|terminal illness,32000000.0,0,Jon Turteltaub,Phenomenon 
99.0,Nichelle Nichols,Adventure|Comedy|Family|Sport,James Coburn,M. Emmet Walsh,dentist|dog|inheritance|race|sled dog,35000000.0,0,Brian Levant,Snow Dogs 
101.0,Alfre Woodard,Comedy|Drama|Fantasy,Bill Murray,Robert Mitchum,christmas|compassion|executive|ghost|redemption,32000000.0,1,Richard Donner,Scrooged 
92.0,Moises Arias,Comedy|Family|Sport,Ana de la Reguera,Héctor Jiménez,lucha libre|monastery|nun|orphan|wrestling,32000000.0,0,Jared Hess,Nacho Libre 
131.0,Wendi McLendon-Covey,Comedy|Romance,Matt Lucas,Steve Bannos,best friend|failure|food|job|partial female nudity,32500000.0,1,Paul Feig,Bridesmaids 
107.0,James Franco,Comedy|Fantasy,Channing Tatum,Emma Watson,apocalypse|celebrity|ensemble cast|party|rapture,32000000.0,1,Evan Goldberg,This Is the End 
103.0,Enrico Colantoni,Horror,Nia Long,Portia de Rossi,catholic|priest|stigmata|vatican|wound,29000000.0,0,Rupert Wainwright,Stigmata 
129.0,Charlize Theron,Biography|Drama,Robert De Niro,Michael Rapaport,african american|amputee|navy|racial discrimination|racism,32000000.0,1,George Tillman Jr.,Men of Honor 
107.0,Hayden Christensen,Action|Crime|Thriller,Paul Walker,Jay Hernandez,armored car|bank|falling out among thieves|heist|planning,20000000.0,0,John Luessenhop,Takers 
89.0,Robert De Niro,Comedy,Robin Williams,Topher Grace,adoption|divorce|family relationships|farce|wedding,35000000.0,0,Justin Zackham,The Big Wedding 
113.0,Tony Curran,Action|Comedy|Crime,Brandon T. Jackson,Portia Doubleday,fbi agent|murder|performing arts school|scene during end credits|undercover,32000000.0,0,John Whitesell,"Big Mommas: Like Father, Like Son "
93.0,Cas Anvar,Mystery|Sci-Fi|Thriller,Jake Gyllenhaal,Russell Peters,bomber|time|time loop|train|trapped in a time loop,32000000.0,1,Duncan Jones,Source Code 
120.0,Danny Nucci,Adventure|Biography|Drama|Thriller,Illeana Douglas,Michael DeLorenzo,andes mountains|crash|death|starvation|stranded,32000000.0,1,Frank Marshall,Alive 
98.0,Virginia Madsen,Mystery|Thriller,Logan Lerman,Ed Lauter,destiny|detective|imagination|murder|sex scene,32000000.0,0,Joel Schumacher,The Number 23 
105.0,Julian Richings,Action|Adventure|Drama|Family,Callum Rennie,Judy Davis,3 dimensional|cartographer|punctuation in title|smithsonian|train,33000000.0,1,Jean-Pierre Jeunet,The Young and Prodigious T.S. Spivet 
142.0,John Belushi,Action|Comedy|War,Christopher Lee,Treat Williams,california|captain|cult film|pearl harbor|submarine,35000000.0,0,Steven Spielberg,1941 
98.0,Freddy Rodríguez,Drama|Family|Sport,Ken Howard,Holmes Osborne,colon in title|horse|kentucky|overalls|six word title,32000000.0,1,John Gatins,Dreamer: Inspired by a True Story 
96.0,Kyle Schmid,Crime|Drama|Thriller,Viggo Mortensen,William Hurt,bar|crotch shot|female full frontal nudity|female pubic hair|robbery,32000000.0,1,David Cronenberg,A History of Violence 
87.0,Jason Flemyng,Action|Crime|Thriller,Jason Statham,Matthew Modine,driver|french|kidnapping|police|sequel,32000000.0,0,Louis Leterrier,Transporter 2 
107.0,Pat Hingle,Action|Thriller|Western,Leonardo DiCaprio,Roberts Blossom,authority figure as villian|gun duel|saved from hanging|showdown|street shootout,32000000.0,0,Sam Raimi,The Quick and the Dead 
90.0,Mike Doyle,Comedy|Romance,Frances Fisher,Nora Dunn,date|divorce|divorce lawyer|drinking|lawyer,28000000.0,0,Peter Howitt,Laws of Attraction 
121.0,Marc Anthony,Drama|Thriller,Nicolas Cage,Sonja Sohn,ambulance|ghost|hell|paramedic|rescue,55000000.0,1,Martin Scorsese,Bringing Out the Dead 
119.0,RZA,Action|Crime|Sci-Fi|Thriller,Alice Braga,Yvette Nicole Brown,artificial organ|best friend|enforcer|future|near future,32000000.0,0,Miguel Sapochnik,Repo Men 
107.0,Aimee Garcia,Action|Drama|Fantasy|Horror|Thriller,Robert Forster,Chris Mulkey,antique shop|asian dragon|dragon|korean|reporter,35000000.0,0,Hyung-rae Shim,Dragon Wars: D-War 
110.0,Nancy Travis,Comedy|Family|Fantasy,Haley Joel Osment,Andrea Martin,box office flop|circus|imaginary friend|magician|one word title,30000000.0,0,Norman Jewison,Bogus 
100.0,Olivia Wilde,Comedy,Steve Buscemi,Steve Carell,magic|magic kit|magician|stage magician|vegas,30000000.0,0,Don Scardino,The Incredible Burt Wonderstone 
75.0,Frank Welker,Animation|Comedy|Family|Fantasy|Musical,George Kennedy,Hal Holbrook,animal|cat|child star|hollywood|star,32000000.0,1,Mark Dindal,Cats Don't Dance 
132.0,Vanessa Redgrave,Drama,Bill Murray,Emily Watson,1930s|depression|play|theatre|union,32000000.0,1,Tim Robbins,Cradle Will Rock 
105.0,Beau Bridges,Drama|Mystery|Thriller,Tony Curran,Leland Orser,american|driver|journalist|russian|secret,32000000.0,0,Steven Soderbergh,The Good German 
93.0,Rollo Weeks,Action|Adventure|Comedy|Fantasy|Romance,Joan Plowright,Simon Callow,dragon|knight|love|priest|princess,32000000.0,0,Tom Reeve,George and the Dragon 
289.0,Marlon Brando,Drama|War,Harrison Ford,Robert Duvall,army|green beret|insanity|jungle|vietnam,31500000.0,1,Francis Ford Coppola,Apocalypse Now 
102.0,Kelli Garner,Comedy|Romance,Rob Riggle,Jim Gaffigan,bar|job|long distance relationship|male pubic hair|pubic hair,32000000.0,0,Nanette Burstein,Going the Distance 
143.0,Olympia Dukakis,Drama|Music,Alicia Witt,Jean Louisa Kelly,1990s|high school|high school teacher|teacher inspires students|teaching,6500000.0,1,Stephen Herek,Mr. Holland's Opus 
113.0,Jordi Mollà,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,Gary Oldman,Doug Cockle,cia|husband wife relationship|memory|tied up while barefoot|violence,31500000.0,0,Ariel Vromen,Criminal 
161.0,Michael Gough,Biography|Drama|Romance,Meryl Streep,Michael Kitchen,africa|hunter|love|marriage|plantation,31000000.0,1,Sydney Pollack,Out of Africa 
138.0,Bruce Greenwood,Drama|Thriller,Denzel Washington,Nadine Velazquez,airline|flight|flight attendant|lawyer|pilot,31000000.0,1,Robert Zemeckis,Flight 
126.0,Lois Chiles,Action|Adventure|Sci-Fi|Thriller,Desmond Llewelyn,Lois Maxwell,astronaut|dog|official james bond series|space shuttle|space shuttle transported on a 747,34000000.0,0,Lewis Gilbert,Moonraker 
99.0,Tom Wilkinson,Adventure|Comedy|Crime|Drama,Bill Murray,F. Murray Abraham,first person narration|hotel|lobby boy|mentor protege relationship|painting,25000000.0,1,Wes Anderson,The Grand Budapest Hotel 
101.0,Mika Boorem,Drama|Mystery,Anthony Hopkins,Hope Davis,based on multiple works|bully|kiss|memory|mysterious stranger,31000000.0,1,Scott Hicks,Hearts in Atlantis 
103.0,Peter Jason,Comedy|Fantasy|Horror|Thriller,Julian Sands,Brian McNamara,arachnophobia|death|doctor|small town|spider,31000000.0,0,Frank Marshall,Arachnophobia 
118.0,Andre Braugher,Crime|Drama|Mystery|Sci-Fi|Thriller,Dennis Quaid,Noah Emmerich,altering history|alternate history|amateur radio|ham radio|paranormal phenomena,31000000.0,1,Gregory Hoblit,Frequency 
116.0,Kate McKinnon,Action|Comedy|Fantasy|Sci-Fi,Ed Begley Jr.,Zach Woods,ghost|ghostbuster|ghostbusters|male objectification|reboot,144000000.0,0,Paul Feig,Ghostbusters 
99.0,Norman Reedus,Adventure|Comedy,Chris Hemsworth,Beverly D'Angelo,amusement park|dysfunctional family|road trip|sequel|vacation,31000000.0,0,John Francis Daley,Vacation 
105.0,Rene Russo,Comedy|Crime|Thriller,Delroy Lindo,Jon Gries,debt|loan shark|mobster|movie business|producer,30250000.0,1,Barry Sonnenfeld,Get Shorty 
113.0,Chita Rivera,Comedy|Crime|Musical,Colm Feore,Jayne Eastwood,fame|jail|jazz age|murder|vaudeville,45000000.0,1,Rob Marshall,Chicago 
93.0,Adam Sandler,Comedy|Drama,Steve Buscemi,Joey Lauren Adams,homosexual|law|law school|responsibility|vomiting,34200000.0,0,Dennis Dugan,Big Daddy 
108.0,Shannon Elizabeth,Comedy,Alyson Hannigan,Natasha Lyonne,beach|beach house|college|party|student,30000000.0,0,J.B. Rogers,American Pie 2 
74.0,John Ratzenberger,Adventure|Animation|Comedy|Family|Fantasy,Tom Hanks,Jim Varney,claw crane|cowboy|jealousy|rivalry|toy,30000000.0,1,John Lasseter,Toy Story 
116.0,Alan Ruck,Action|Adventure|Crime|Thriller,Keanu Reeves,Joe Morton,bomb|bus|elevator|explosive|rescue,25000000.0,1,Jan de Bont,Speed 
104.0,Lucas Bryant,Drama|Romance,Channing Tatum,Dillon Casey,car accident|life support|memory loss|trauma|voice recording,30000000.0,1,Michael Sucsy,The Vow 
106.0,Brendan Fraser,Drama,Harrison Ford,Alan Ruck,cure|disease|imagination|race against time|venture capital,31000000.0,0,Tom Vaughan,Extraordinary Measures 
120.0,Denzel Washington,Biography|Drama|Sport,Ryan Gosling,Ethan Suplee,american football|based on true story|head coach|high school|school,30000000.0,1,Boaz Yakin,Remember the Titans 
135.0,Jeffrey Jones,Action|Adventure|Thriller,Scott Glenn,Courtney B. Vance,analyst|defection|navy|soviet submarine|submarine,30000000.0,1,John McTiernan,The Hunt for Red October 
132.0,David Oyelowo,Biography|Drama,Alex Pettyfer,Vanessa Redgrave,butler|civil rights|hotel|president|white house,30000000.0,1,Lee Daniels,Lee Daniels' The Butler 
92.0,Stephen Root,Comedy|Sport,Gary Cole,Joel David Moore,dodgeball|gym|las vegas|pirate|ups,20000000.0,1,Rawson Marshall Thurber,Dodgeball: A True Underdog Story 
99.0,Raul Julia,Comedy|Fantasy,Anjelica Huston,Carel Struycken,accountant|loan shark|macabre|uncle|uncle fester,38000000.0,1,Barry Sonnenfeld,The Addams Family 
90.0,Bob Gunton,Adventure|Comedy,Bruce Spence,Sophie Okonedo,africa|bat|hawaiian shirt|pregnancy|pregnant,30000000.0,0,Steve Oedekerk,Ace Ventura: When Nature Calls 
111.0,Hector Elizondo,Comedy|Family|Romance,Anne Hathaway,Heather Matarazzo,cinderella story|fish out of water|makeover|manners|princess,37000000.0,0,Garry Marshall,The Princess Diaries 
103.0,Elizabeth Berkley,Comedy,Stockard Channing,Stephen Collins,cult film|female therapist|revenge|revenge motive|therapy session,26000000.0,0,Hugh Wilson,The First Wives Club 
127.0,Brad Pitt,Crime|Drama|Mystery|Thriller,Morgan Freeman,Reg E. Cathey,detective|police partner|serial killer|serial murder|seven deadly sins,33000000.0,1,David Fincher,Se7en 
112.0,Jed Brophy,Action|Sci-Fi|Thriller,Sharlto Copley,Jason Cope,alien|ghetto|prawn|refugee|refugee camp,30000000.0,1,Neill Blomkamp,District 9 
87.0,Bill Fagerbakke,Adventure|Animation|Comedy|Family|Fantasy,Scarlett Johansson,Rodger Bumpass,based on tv series|crown|dream|king neptune|plankton,30000000.0,1,Stephen Hillenburg,The SpongeBob SquarePants Movie 
138.0,Spencer Treat Clark,Crime|Drama|Mystery|Thriller,John Doman,Tom Guiry,ballistics|detective|friend|gun|sexual abuse,25000000.0,1,Clint Eastwood,Mystic River 
132.0,Morgan Freeman,Drama|Sport,Clint Eastwood,Mike Colter,boxing|boxing trainer|death|suicide attempt|women boxing,30000000.0,1,Clint Eastwood,Million Dollar Baby 
103.0,Chazz Palminteri,Comedy|Crime,Robert De Niro,Molly Shannon,analyst|mafia|patient|psychiatrist|wedding,30000000.0,1,Harold Ramis,Analyze This 
123.0,Kevin Connolly,Drama|Romance,Ryan Gosling,Gena Rowlands,class differences|letter|nursing home|second chance|summer love,29000000.0,1,Nick Cassavetes,The Notebook 
111.0,Bern Cohen,Comedy|Romance,Judy Greer,Yetta Gottesman,boss|bridesmaid|friend|love|wedding,30000000.0,0,Anne Fletcher,27 Dresses 
102.0,Vanessa Williams,Comedy|Drama|Family|Music|Romance,Emily Osment,Moises Arias,farm|female protagonist|hannah montana|horseback riding|overalls,30000000.0,0,Peter Chelsom,Hannah Montana: The Movie 
78.0,Casey Kasem,Adventure|Animation|Comedy|Family|Romance,Elizabeth Daily,Debbie Reynolds,amusement park|baby|france|paris france|villain,30000000.0,0,Stig Bergqvist,Rugrats in Paris: The Movie 
132.0,Blythe Danner,Drama|Romance,George Carlin,Melinda Dillon,new york|psychiatrist|shrimper|south carolina|twins,30000000.0,0,Barbra Streisand,The Prince of Tides 
133.0,Brad Pitt,Drama|Romance|War|Western,Anthony Hopkins,Julia Ormond,epic|heart|killing an animal|passion|usa,30000000.0,1,Edward Zwick,Legends of the Fall 
108.0,Anna Kendrick,Drama|Romance,J.K. Simmons,Chris Lowell,airport|business trip|downsizing|on the road|travel,25000000.0,1,Jason Reitman,Up in the Air 
125.0,June Squibb,Comedy|Drama,Hope Davis,Howard Hesseman,highway travel|on the road|retirement|road movie|wedding,30000000.0,1,Alexander Payne,About Schmidt 
98.0,Vincent Leclerc,Comedy|Horror|Romance,Cory Hardrict,Daniel Rindress-Kay,fight|memory|teenager|undead|zombie,35000000.0,1,Jonathan Levine,Warm Bodies 
119.0,Bruce Willis,Action|Crime|Drama|Sci-Fi|Thriller,Joseph Gordon-Levitt,Tracie Thoms,chase|future|surprise ending|time loop|time travel,30000000.0,1,Rian Johnson,Looper 
87.0,Mark Addy,Comedy|Fantasy,Chazz Palminteri,Wanda Sykes,angel|butler|heaven|manhattan new york city|reincarnation,30000000.0,0,Chris Weitz,Down to Earth 
91.0,Christine Cavanaugh,Comedy|Drama|Family,Miriam Margolyes,Roscoe Lee Browne,dog|farmer|pig|sheep|sheepdog,30000000.0,1,Chris Noonan,Babe 
100.0,Steve Carell,Comedy|Drama|Romance,Meryl Streep,Jean Smart,couple|intimacy|marriage|marriage counseling|middle age couple,30000000.0,0,David Frankel,Hope Springs 
118.0,Jack McBrayer,Comedy|Drama|Romance,Mila Kunis,Maria Thayer,breakup|hawaii|hotel|male full frontal nudity|resort,30000000.0,1,Nicholas Stoller,Forgetting Sarah Marshall 
44.0,Aimee Teegarden,Drama|Sport,Zach Gilford,Scott Porter,football|football coach|high school|small town|texas,,1,,Friday Night Lights             
109.0,Tony Nappo,Action|Crime|Drama|Mystery|Thriller,Josh Charles,Fionnula Flanagan,bare butt|corrupt police|four brothers|funeral|murder,45000000.0,1,John Singleton,Four Brothers 
99.0,Amy Poehler,Comedy|Romance,Tina Fey,Romany Malco,baby|book|cartoon on tv|female protagonist|male anorexia,30000000.0,0,Michael McCullers,Baby Mama 
114.0,Harry Connick Jr.,Drama|Romance,Bill Cobbs,Gena Rowlands,best friend|friend|mother daughter relationship|small town|texas,30000000.0,0,Forest Whitaker,Hope Floats 
89.0,Steve Howey,Comedy|Romance,Anne Hathaway,Candice Bergen,best friend|dyed hair|fake tan|rivalry|wedding,30000000.0,0,Gary Winick,Bride Wars 
95.0,Scott Adsit,Adventure|Comedy|Mystery,Antony Starr,Bonnie Somerville,death|friend|hijacker|river|tree house,19000000.0,0,Steven Brill,Without a Paddle 
98.0,Judy Greer,Comedy|Fantasy|Romance,Jennifer Garner,Christa B. Allen,13 year old|13th birthday|30 year old|wish|year 1987,37000000.0,0,Gary Winick,13 Going on 30 
94.0,Audrey Fleurot,Comedy|Fantasy|Romance,Kurt Fuller,Nina Arianda,1920s|golden age|midnight|paris france|time travel romance,17000000.0,1,Woody Allen,Midnight in Paris 
85.0,Brendan Fraser,Adventure|Animation|Comedy|Family,Liam Neeson,Sarah Gadon,bank robbery|heist|raccoon|rat|squirrel,42000000.0,0,Peter Lepeniotis,The Nut Job 
124.0,Ethan Suplee,Biography|Crime|Drama,Johnny Depp,Jordi Mollà,1960s|1970s|california|cocaine|wealth,30000000.0,1,Ted Demme,Blow 
131.0,John Savage,Drama|Romance,Robin Wright,Raphael Sbarge,beach|bottle|jogging|letter|love,55000000.0,0,Luis Mandoki,Message in a Bottle 
107.0,Nichelle Nichols,Action|Adventure|Sci-Fi|Thriller,Leonard Nimoy,Walter Koenig,captain|half brother|klingon|planet|vulcan,27800000.0,0,William Shatner,Star Trek V: The Final Frontier 
99.0,Robert Forster,Comedy|Family|Fantasy|Sport,Brenda Song,Anne Meara,basketball|lightning|nba|orphanage|shoe,30000000.0,0,John Schultz,Like Mike 
83.0,Fred Ward,Comedy|Crime,George Kennedy,Priscilla Presley,retirement|spoof|terrorist|transsexual|undercover,30000000.0,0,Peter Segal,Naked Gun 33 1/3: The Final Insult 
131.0,Alison Doody,Action|Adventure|Thriller,Patrick Macnee,Tanya Roberts,computer|earthquake|microchip|official james bond series|silicon valley,30000000.0,0,John Glen,A View to a Kill 
85.0,Geraldine McEwan,Animation|Comedy|Family|Mystery|Sci-Fi,Mark Gatiss,Peter Sallis,competition|giant vegetable|pest control|stop motion animation|vegetable,30000000.0,1,Steve Box,The Curse of the Were-Rabbit 
126.0,Harry Connick Jr.,Drama|Romance,Gerard Butler,Nellie McKay,birthday|friendship|hairy chest|letter|widow,30000000.0,1,Richard LaGravenese,P.S. I Love You 
102.0,Frankie Muniz,Adventure|Comedy|Drama|Family|Sport,Bruce Greenwood,M. Emmet Walsh,farm|horse|kentucky|racehorse|zebra,,0,Frederik Du Chau,Racing Stripes 
123.0,Alfie Allen,Drama|Mystery|Romance|War,Benedict Cumberbatch,Brenda Blethyn,death of sister|dying|loss of virginity|septicemia|sex,30000000.0,1,Joe Wright,Atonement 
105.0,Marcia DeBonis,Comedy|Drama|Romance,Vanessa Redgrave,Luisa Ranieri,chick flick|female protagonist|italian stereotype|man in a swimsuit|verona italy,30000000.0,0,Gary Winick,Letters to Juliet 
125.0,Ken Takakura,Action|Crime|Thriller,Stephen Root,Kate Capshaw,counterfeit|detective|japan|police chase|yakuza,30000000.0,0,Ridley Scott,Black Rain 
92.0,Larry David,Comedy,Kate Upton,Sean Hayes,mule|nun|orphanage|tennis court|the three stooges,,0,Bobby Farrelly,The Three Stooges 
77.0,Christopher Lee,Animation|Drama|Family|Fantasy|Musical|Romance,Johnny Depp,Joanna Lumley,arranged marriage|bride|corpse|groom|woods,40000000.0,1,Tim Burton,Corpse Bride 
118.0,Austin Nichols,Biography|Drama|Sport,Mehcad Brooks,Derek Luke,coach|college basketball|national championship|ncaa|texas,,1,James Gartner,Glory Road 
121.0,Bernardo Saracino,Action|Crime|Drama|Mystery|Thriller,Edgar Arreola,Daniel Kaluuya,critically acclaimed|drug cartel|juarez mexico|u.s. mexico border|war on drugs,30000000.0,1,Denis Villeneuve,Sicario 
124.0,50 Cent,Drama|Sport,Jake Gyllenhaal,Oona Laurence,boxer|boxing training|death of wife|male in shower|rage,30000000.0,1,Antoine Fuqua,Southpaw 
99.0,Alison Lohman,Horror|Thriller,Bojana Novakovic,Reggie Lee,evil|fight|hell|psychic|psychologist,30000000.0,0,Sam Raimi,Drag Me to Hell 
112.0,Michiel Huisman,Drama|Fantasy|Romance,Harrison Ford,Ellen Burstyn,hit by a pickup truck|immortality|paramedic|resuscitation|san francisco california,25000000.0,1,Lee Toland Krieger,The Age of Adaline 
111.0,Robert Duvall,Comedy|Drama|Family,Haley Joel Osment,Emmanuelle Vaugier,africa|eyeglasses|money|texas|veteran,30000000.0,1,Tim McCanlies,Secondhand Lions 
107.0,Stephen Boss,Drama|Music|Romance,Alyson Stoner,Facundo Lombard,dance|dance crew|dancer|mortgage|new york city,30000000.0,0,Jon M. Chu,Step Up 3D 
104.0,Mika Boorem,Drama|Romance|Sport,Faizon Love,Sanoe Lake,bikini|female surfer|sister sister relationship|surfing contest|swimsuit,30000000.0,0,John Stockwell,Blue Crush 
113.0,Christian Stolte,Comedy|Drama|Fantasy|Romance,Will Ferrell,Danny Rhodes,author|fate|novelist|professor|writer,38000000.0,1,Marc Forster,Stranger Than Fiction 
113.0,Mark Rendall,Horror,Danny Huston,Megan Franich,alaska|small town|snow|vampire|winter,32000000.0,0,David Slade,30 Days of Night 
95.0,Bradley Whitford,Fantasy|Horror|Mystery|Thriller,Chris Hemsworth,Kristen Connolly,cabin in the woods|dark humor|hatchet|killed in an elevator|robot,30000000.0,1,Drew Goddard,The Cabin in the Woods 
86.0,Diedrich Bader,Comedy,Carmen Electra,Method Man,king|persian|spartan|training|xerxes,30000000.0,0,Jason Friedberg,Meet the Spartans 
126.0,Yaphet Kotto,Action|Comedy|Crime|Thriller,Robert De Niro,Philip Baker Hall,accountant|bounty hunter|fbi|mafia|mob,30000000.0,1,Martin Brest,Midnight Run 
101.0,Maria Conchita Alonso,Action|Crime|Sci-Fi|Thriller,Yaphet Kotto,Richard Dawson,game of death|government conspiracy|latina|oppression|police,27000000.0,0,Paul Michael Glaser,The Running Man 
102.0,Jim Belushi,Comedy|Horror|Musical|Sci-Fi,Bill Murray,Tisha Campbell-Martin,eclipse|florist|nerd|plant|shop,25000000.0,1,Frank Oz,Little Shop of Horrors 
111.0,Vicky Krieps,Action|Drama|Thriller,Jessica Barden,John Macmillan,assassin|female warrior|martial arts|playground|training,30000000.0,1,Joe Wright,Hanna 
60.0,Joan Allen,Drama|Mystery,Zach Gilford,Liam James,family drama|lie|missing child|political campaign|secret,,1,,The Family             
95.0,Talisa Soto,Action|Adventure|Fantasy|Sci-Fi|Thriller,Brian Thompson,Robin Shou,alternate reality|battle|martial arts|mortal kombat|warrior,30000000.0,0,John R. Leonetti,Mortal Kombat: Annihilation 
98.0,Rob Riggle,Comedy|Drama|Romance,Tom Hanks,Randall Park,bus stop|college|community college|scooter|speech class,30000000.0,0,Tom Hanks,Larry Crowne 
100.0,Judy Greer,Drama|Fantasy|Horror,Chloë Grace Moretz,Portia Doubleday,outcast|prom|self injury|telekinesis|tragic event,30000000.0,0,Kimberly Peirce,Carrie 
118.0,Yaya DaCosta,Drama|Music,Alfre Woodard,Jasika Nicole,ballroom|dance|dance teacher|student|teacher,30000000.0,1,Liz Friedlander,Take the Lead 
28.0,Kevin Connolly,Comedy|Drama,Debi Mazar,Kevin Dillon,actor|fame|friendship between men|hollywood california|sitcom,,1,,Entourage             
125.0,Jurnee Smollett-Bell,Crime|Drama|Sport,Dwayne Johnson,Kevin Dunn,alliterative title|football|football coach|football practice|football team,30000000.0,1,Phil Joanou,Gridiron Gang 
94.0,Larry Miller,Comedy|Crime,Bernie Mac,Richard Schiff,businessman|ring|thief|vulgarity|washington d.c.,45000000.0,0,Sam Weisman,What's the Worst That Could Happen? 
79.0,Alan Oppenheimer,Action|Adventure|Animation|Drama|Mystery|Sci-Fi|Thriller,Martin Landau,Tom Kane,hope|key|machine|number|rag doll,30000000.0,1,Shane Acker,9 
106.0,David Costabile,Crime|Drama|Thriller,Channing Tatum,Katie Lowes,clinical trial|female protagonist|neuropharmacology|psychiatrist|side effect,30000000.0,1,Steven Soderbergh,Side Effects 
111.0,Miranda Richardson,Comedy|Family|Romance,Devin Ratray,Luke Mably,denmark|king|love|prince|wisconsin,,0,Martha Coolidge,The Prince and Me 
63.0,Robert Lopez,Adventure|Animation|Comedy|Family|Musical,Craig Ferguson,Huell Howser,disney|owl|rabbit|sequel|tiger,30000000.0,1,Stephen J. Anderson,Winnie the Pooh 
85.0,Mimi Rogers,Comedy,Elden Henson,Cheri Oteri,1980s|buddy|high school|prequel to cult favorite|teenager,19000000.0,0,Troy Miller,Dumb and Dumberer: When Harry Met Lloyd 
108.0,Kirk Baltz,Comedy|Drama|Romance,Warren Beatty,Graham Beckel,hip hop|liberal|politics|senator|truth,30000000.0,1,Warren Beatty,Bulworth 
139.0,Josh Hopkins,Biography|Drama|Music,Tika Sumpter,Aunjanue Ellis,1970s|1980s|african american|breaking the fourth wall|mother son relationship,30000000.0,1,Tate Taylor,Get on Up 
127.0,William Hurt,Drama,Meryl Streep,Tom Everett Scott,cancer|job|love|new york|professor,30000000.0,1,Carl Franklin,One True Thing 
106.0,Costas Mandylor,Action|Crime|Sci-Fi|Thriller,Denzel Washington,Traci Lords,android|ex cop|serial killer|virtual character come to life|virtual reality,30000000.0,0,Brett Leonard,Virtuosity 
95.0,Eddie Izzard,Comedy|Romance|Sci-Fi,Rainn Wilson,Wanda Sykes,architect|boyfriend girlfriend relationship|superhero|superhero spoof|supernatural power,30000000.0,0,Ivan Reitman,My Super Ex-Girlfriend 
118.0,Dorian Missick,Horror|Mystery|Thriller,Olivia Munn,Edgar Ramírez,confession|demonic possession|exorcism|flickering light|priest,30000000.0,0,Scott Derrickson,Deliver Us from Evil 
108.0,Rhys Wakefield,Adventure|Drama|Thriller,Ioan Gruffudd,Richard Roxburgh,cave|expedition|panic|rebreather|underwater,30000000.0,0,Alister Grierson,Sanctum 
105.0,Kevin Sussman,Comedy|Drama|Romance,Holly Hunter,Dave Annable,electronic devices|gynecologist|little black book|plan|set up,35000000.0,0,Nick Hurran,Little Black Book 
131.0,Jacki Weaver,Comedy|Romance,Alison Brie,David Paymer,kissing while having sex|kitchen|reference to princess diana|wedding band|wedding ring,30000000.0,0,Nicholas Stoller,The Five-Year Engagement 
