,duration,actor_2_name,genres,actor_1_name,actor_3_name,plot_keywords,budget,success_label,director_name,movie_title
1444,60.0,Kimberly Elise,Drama|Romance,Jodi Lyn O'Keefe,Logan Browning,affair|hip hop|sex scene,,1,,Hit the Floor             
4241,125.0,Arturo Castro,Crime|Drama,Michael Derek,Brad Lee Wind,,2100000.0,1,Robert Fontaine,Mi America 
3380,82.0,Harland Williams,Comedy|Crime,Dave Chappelle,Clarence Williams III,bail|diabetic|friend|jail|pharmaceutical lab,8000000.0,1,Tamra Davis,Half Baked 
30,143.0,Helen McCrory,Action|Adventure|Thriller,Albert Finney,Rory Kinnear,brawl|childhood home|computer cracker|intelligence agency|terrorist cell,200000000.0,1,Sam Mendes,Skyfall 
425,135.0,Tchéky Karyo,Action|Adventure|Sci-Fi|Thriller,Glenn Morshower,Rekha Sharma,core|earth|natural disaster|pacemaker|scientist,60000000.0,0,Jon Amiel,The Core 
2159,94.0,Lara Flynn Boyle,Comedy|Music,Tia Carrere,Kurt Fuller,basement|lead actor's first film|long hair|public access|title directed by female,20000000.0,1,Penelope Spheeris,Wayne's World 
2416,111.0,David Alan Basche,Drama|History|Thriller,Christian Clemenson,Susan Blommaert,flight|passenger|plane|september 11 2001|terrorist,15000000.0,1,Paul Greengrass,United 93 
4476,101.0,Jane Wyman,Drama|Film-Noir,Ray Milland,Frank Faylen,addiction|alcoholic|alcoholism|paranoia|suicidal thoughts,1250000.0,1,Billy Wilder,The Lost Weekend 
2332,88.0,Garrett Clayton,Adventure|Family|Fantasy|Musical,Chazz Palminteri,Toni Braxton,balloon|birthday|box office flop|critically bashed,20000000.0,1,Matthew Diamond,The Oogieloves in the Big Balloon Adventure 
9,153.0,Daniel Radcliffe,Adventure|Family|Fantasy|Mystery,Alan Rickman,Rupert Grint,blood|book|love|potion|professor,250000000.0,1,David Yates,Harry Potter and the Half-Blood Prince 
1810,101.0,Christopher Webster,Comedy|Drama|Romance,Sharon Small,Peter McNicholl,boy|friend|imaginary son|single father|single mother,30000000.0,1,Chris Weitz,About a Boy 
3185,85.0,Tamala Jones,Comedy|Family|Romance,Jerry Stiller,Dave Foley,based on short film|chicago illinois|el train|love|train,16000000.0,0,Eric Bross,On the Line 
1525,101.0,Bill Duke,Action|Comedy|Crime|Drama|Thriller,Michael Jai White,Bruce McGill,corrupt cop|drug dealer|drugs|heroin|vice president,33000000.0,0,Andrzej Bartkowiak,Exit Wounds 
2363,116.0,Thomas F. Wilson,Adventure|Comedy|Sci-Fi,Lea Thompson,J.J. Cohen,clock tower|delorean|future|time travel|time travel comedy,19000000.0,1,Robert Zemeckis,Back to the Future 
4969,106.0,Trevor Howard,Crime|Horror|Thriller,Liv Ullmann,Andrew Keir,escape|independent film|mental illness|prison|revenge,,1,Laslo Benedek,The Night Visitor 
518,92.0,Janeane Garofalo,Adventure|Animation|Comedy|Family|Fantasy,Robert De Niro,Jonathan Winters,deforestation|fbi|lighthouse|moose|squirrel,76000000.0,0,Des McAnuff,The Adventures of Rocky & Bullwinkle 
1890,105.0,Gedde Watanabe,Comedy|Family,Bailee Madison,Tom Everett Scott,chores|father figure|helicopter parents|in laws|punishment,25000000.0,0,Andy Fickman,Parental Guidance 
2122,92.0,Ben Crompton,Drama|Mystery|Thriller,Colin Firth,Anne-Marie Duff,amnesia|female nudity|infidelity|nudity|therapist,22000000.0,0,Rowan Joffe,Before I Go to Sleep 
1169,104.0,Fisher Stevens,Adventure|Comedy|Family|Fantasy|Sci-Fi,Bob Hoskins,Fiona Shaw,based on video game|dinosaur|king|mario|plumber,42000000.0,0,Annabel Jankel,Super Mario Bros. 
2433,91.0,Corbin Bleu,Comedy|Crime,Kristen Stewart,Kevin G. Schmidt,caper|computer genius|dog|heist|security chief,18000000.0,0,Bart Freundlich,Catch That Kid 
2537,108.0,Matt Long,Comedy|Romance,Danny Strong,Samm Levine,college|college girl|female protagonist|sorority|sorority house,16500000.0,0,Joe Nussbaum,Sydney White 
3616,96.0,Fionnula Flanagan,Comedy|Crime|Thriller,Don Cheadle,Wale Ojo,boat on fire|drug smuggling|fbi|fbi agent|small town,6000000.0,1,John Michael McDonagh,The Guard 
4341,89.0,Bella Heathcote,Drama|Horror|Mystery|Thriller,Kevin Zegers,Tom Arnold,,2000000.0,0,Derick Martini,The Curse of Downers Grove 
2904,101.0,Mary Astor,Adventure|Drama|Romance,David Niven,Ronald Colman,coronation|fictitious country|king|princess|swashbuckler,,1,John Cromwell,The Prisoner of Zenda 
3962,93.0,Shannon Woodward,Horror,Lily Rabe,Kira McLean,documentary crew|mass suicide|survivor|tied feet|tied up while barefoot,4000000.0,0,Phil Joanou,The Veil 
4206,103.0,Rüdiger Vogler,Horror|Thriller,Benno Fürmann,Sebastian Blomberg,dissection|male pubic hair|medical school|medical student|train,8400000.0,0,Stefan Ruzowitzky,Anatomy 
4539,86.0,Ashley Laurence,Fantasy|Horror,Andrew Robinson,Clare Higgins,blood|cenobites|creature|demon|male full frontal nudity,1000000.0,1,Clive Barker,Hellraiser 
3956,90.0,Angelo Tsarouchas,Comedy|Fantasy,David Hewlett,Marie-Josée Croze,imagination|one word title|part animation|surrealism|virtual reality,,0,Vincenzo Natali,Nothing 
3894,111.0,Valeria Golino,Drama|Romance,Nicolas Cage,Julian Sands,alcoholic|bar|love|prostitute|sex,3600000.0,1,Mike Figgis,Leaving Las Vegas 
5020,143.0,Alana Kaniewski,Drama|Horror|Thriller,Robbie Barnes,Brandon Landers,avatar|college|death|tron|university,17350.0,0,Brandon Landers,The Ridges 
4981,75.0,Vincent Duvall,Drama,Ty Parker,Loanne Bishop,coming out|father son relationship|gay|gay brother|toilet sex,100000.0,1,Wade Gasque,Tiger Orange 
1189,89.0,Morgan Freeman,Action|Sci-Fi|Thriller,Scarlett Johansson,Amr Waked,brain capacity|drugs|fictional drug|one woman army|tough girl,40000000.0,0,Luc Besson,Lucy 
4935,98.0,Bill Allen,Action|Drama|Sport,Joel Moody,Lia Tucker,bike|bmx|drugs|troubled teen|youth,,1,Eric Bugbee,Heroes of Dirt 
1659,60.0,Joan Allen,Drama|Mystery,Zach Gilford,Liam James,family drama|lie|missing child|political campaign|secret,,1,,The Family             
2703,117.0,Jeff Bridges,Comedy|Crime,Philip Seymour Hoffman,Steve Buscemi,death|drug|nihilism|rug|white russian,15000000.0,1,Joel Coen,The Big Lebowski 
2934,103.0,Michael Palin,Adventure|Comedy|Fantasy|Sci-Fi,Shelley Duvall,Kenny Baker,cult director|dwarf|robin hood|satire|treasure,5000000.0,1,Terry Gilliam,Time Bandits 
4781,107.0,Nicholas Farrell,Drama|History|War,James Nesbitt,Tim Pigott-Smith,civil rights|irish|march|northern ireland|protest march,2000000.0,1,Paul Greengrass,Bloody Sunday 
1513,139.0,Geraldine Chaplin,Drama|Romance,Richard E. Grant,Stuart Wilson,19th century|countess|lawyer|love|new york,30000000.0,1,Martin Scorsese,The Age of Innocence 
2119,116.0,Dany Boon,Drama|History|Music|Romance|War,Gary Lewis,Ian Richardson,christmas|no man's land|soldier|trench|world war one,22000000.0,1,Christian Carion,Joyeux Noel 
2298,108.0,Nia Vardalos,Comedy|Crime|Music,Debbie Reynolds,Dash Mihok,box office flop|drag queen|gender disguise|mafia|witness,20000000.0,0,Michael Lembeck,Connie and Carla 
221,130.0,Mary Elizabeth Mastrantonio,Action|Adventure|Drama|Thriller,Karen Allen,Bob Gunton,death|fish|fishing|sea|storm,140000000.0,0,Wolfgang Petersen,The Perfect Storm 
1015,110.0,James Frain,Action|Adventure|Crime|Thriller,Paul Walker,Ashley Scott,bahamas|blood splatter|cocaine|hairy chest|shark,50000000.0,0,John Stockwell,Into the Blue 
4273,91.0,Brad William Henke,Comedy|Drama,Najarra Townsend,Miranda July,fellatio|seven word title|shoe salesman|title directed by female|written by director,2000000.0,1,Miranda July,Me and You and Everyone We Know 
2414,119.0,Naomi Watts,Comedy|Drama|Romance,Emma Stone,Merritt Wever,actor|artist|broadway play|replacement|stage,18000000.0,1,Alejandro G. Iñárritu,Birdman or (The Unexpected Virtue of Ignorance) 
2439,109.0,Jamie Lee Curtis,Drama|Thriller,Daniel Radcliffe,Mark Margolis,canal|panama|president|spy|tailor,18000000.0,0,John Boorman,The Tailor of Panama 
951,95.0,Matthew McConaughey,Comedy|Romance,Bradley Cooper,Zooey Deschanel,friend|intervention|moving|secret|slacker,50000000.0,0,Tom Dey,Failure to Launch 
2509,121.0,Bridget Fonda,Crime|Drama|Thriller,Gary Cole,Chelcie Ross,bag of money|found money|minnesota|screenplay adapted by author|snow,17000000.0,1,Sam Raimi,A Simple Plan 
2070,98.0,Tia Carrere,Action|Crime|Drama|Thriller|Western,Vanessa Williams,Don Johnson,bar|biker|cowboy|drugs|marlboro,23000000.0,0,Simon Wincer,Harley Davidson and the Marlboro Man 
475,130.0,William Hurt,Action|Adventure|Family|Sci-Fi|Thriller,Gary Oldman,June Lockhart,based on tv series|remake|robot|scientist|spaceship,80000000.0,0,Stephen Hopkins,Lost in Space 
2648,90.0,Debra Messing,Comedy|Romance,Jack Davenport,Holland Taylor,chick flick|escort|male escort|wedding|wedding date,15000000.0,0,Clare Kilner,The Wedding Date 
1304,109.0,Salma Hayek,Action|Adventure|Fantasy|Thriller,Josh Hutcherson,Patrick Fugit,antidote|based on young adult novel|flyer|spider|vampire,40000000.0,0,Paul Weitz,Cirque du Freak: The Vampire's Assistant 
4519,105.0,,Documentary|Drama,,,bisexual|explicit sex|sex|stranger|swing,,0,Harry Gantz,Sex with Strangers 
4468,135.0,Aziz Muradillayev,Action|Biography|Drama|History,Elina Abai Kyzy,Mirlan Abdulayev,19th century|central asia|mother son relationship|ruler|russian empire,1400000.0,1,Sadyk Sher-Niyaz,Queen of the Mountains 
4537,110.0,Jack Lord,Action|Adventure|Thriller,Ursula Andress,Lois Maxwell,british secret service|hand to hand combat|murder|official james bond series|terrorist plot,1100000.0,1,Terence Young,Dr. No 
2721,103.0,Corbin Bernsen,Comedy|Crime|Mystery,Robert Downey Jr.,Larry Miller,actor|detective sergeant|hotel|nightclub|thief,15000000.0,1,Shane Black,Kiss Kiss Bang Bang 
58,98.0,Fred Willard,Adventure|Animation|Family|Sci-Fi,John Ratzenberger,Jeff Garlin,earth|obesity|plant|robot|soil,180000000.0,1,Andrew Stanton,WALL·E 
1064,105.0,Christopher Masterson,Comedy|Romance,Julia Roberts,Rupert Everett,best friend|chick flick|male female friendship|promise|wedding,46000000.0,0,P.J. Hogan,My Best Friend's Wedding 
4449,83.0,Billy Gilbert,Animation|Family|Fantasy|Musical,Adriana Caselotti,Lucille La Verne,dwarf|love|princess|queen|snow white,2000000.0,1,William Cottrell,Snow White and the Seven Dwarfs 
4051,115.0,Cedric the Entertainer,Comedy|Documentary,Bernie Mac,Steve Harvey,backstage|comedian|concert film|emcee|stand up comedian,3000000.0,0,Spike Lee,The Original Kings of Comedy 
453,88.0,Robert Duvall,Comedy|Drama|Romance,Jon Favreau,Katy Mixon,airport|christmas|news broadcast|tv broadcast|tv news,80000000.0,0,Seth Gordon,Four Christmases 
2716,106.0,Hal Holbrook,Drama,Matt Damon,Terry Kinney,corporate greed|corporation|natural gas|salesman|small town,15000000.0,0,Gus Van Sant,Promised Land 
853,128.0,Dylan Baker,Drama|Thriller,Demi Moore,Roma Maffia,computer|marriage|non statutory female on male rape|promotion|sexual harassment,55000000.0,0,Barry Levinson,Disclosure 
1610,132.0,Blythe Danner,Drama|Romance,George Carlin,Melinda Dillon,new york|psychiatrist|shrimper|south carolina|twins,30000000.0,0,Barbra Streisand,The Prince of Tides 
3643,152.0,Pat Buchanan,Documentary,Noam Chomsky,Bill Baird,abortion|southern accent|title based on the bible|trial|usa,,1,Tony Kaye,Lake of Fire 
4597,105.0,Patsy Kensit,Crime|Drama|Romance,Patrick Renna,Adrienne Frantz,car racing|crush|hustler|scam|watching television,1000000.0,0,Nickolas Perry,Speedway Junky 
2731,111.0,Siobhan Fallon Hogan,Crime|Drama|Horror|Thriller,Naomi Watts,Brady Corbet,breaking the fourth wall|looking at the camera|remake|serial killer|violence,15000000.0,0,Michael Haneke,Funny Games 
2317,114.0,Michael Greyeyes,Drama|History|Romance|War,Landon Liboiron,Caroline Dhavernas,battle|canadian armed forces|canadian soldier|directed by star|veteran,20000000.0,0,Paul Gross,Passchendaele 
2330,125.0,Guang Li,Drama|War,Radha Mitchell,Matthew Walker,british|communist|journalist|nurse|orphan,40000000.0,1,Roger Spottiswoode,The Children of Huang Shi 
4500,108.0,Marshall Allman,Comedy|Drama,Jason Marsden,Eric Lange,church|college|color in title|philosophy|texas,1200000.0,0,Steve Taylor,Blue Like Jazz 
4229,92.0,Melanie Kinnaman,Horror|Mystery|Thriller,Tiffany Helm,Dominick Brascia,jason voorhees|murder|new jersey|nightmare|teenager,2200000.0,0,Danny Steinmann,Friday the 13th: A New Beginning 
3663,141.0,Edie Falco,Drama|Romance,Miguel Ferrer,Timothy Hutton,african american|business|coastline|florida|real estate,5600000.0,1,John Sayles,Sunshine State 
4071,128.0,Lila Kedrova,Thriller,Tamara Toumanova,David Opatoshu,defection|east germany|germany|iron curtain|scientist,6000000.0,1,Alfred Hitchcock,Torn Curtain 
1171,80.0,Tony Chiu Wai Leung,Action|Adventure|History,Jet Li,Maggie Cheung,china|flying|king|palace|sword,31000000.0,1,Yimou Zhang,Hero 
4566,92.0,Phyllis Diller,Documentary,Ed Begley Jr.,Colette Divine,california|car|reference to ralph nader|technology|u.s. president,1000000.0,1,Chris Paine,Who Killed the Electric Car? 
3781,112.0,Paz Vega,Biography|Crime|Drama|Mystery|Thriller,Jeremy Renner,Robert Pralgo,based on true story|cia|cocaine|journalist|smear campaign,5000000.0,1,Michael Cuesta,Kill the Messenger 
3106,90.0,George Carlin,Adventure|Comedy|Music|Sci-Fi,Keanu Reeves,Al Leong,failing student|high school|payphone|teenager|telephone booth,10000000.0,1,Stephen Herek,Bill & Ted's Excellent Adventure 
3196,120.0,Tim DeKay,Drama|Romance|Sport,Scott Mechlowicz,Agnes Bruckner,college|college athlete|comeback|gymnast|olympics,10000000.0,1,Victor Salva,Peaceful Warrior 
3301,79.0,Matt Ross,Comedy,Jon Favreau,Chris Young,college|high school senior|meat|protest|university,8000000.0,0,Hart Bochner,PCU 
2166,105.0,Aaron Yoo,Drama|Mystery|Thriller,Sarah Roemer,Jose Pablo Cantillo,binoculars|electronic tag|house arrest|neighbor|watching someone,20000000.0,1,D.J. Caruso,Disturbia 
4901,97.0,David Oyelowo,Drama,Omari Hardwick,Lorraine Toussaint,,200000.0,0,Ava DuVernay,Middle of Nowhere 
2999,114.0,Tatyana Ali,Crime|Drama|Thriller,Omar Epps,James Shigeta,gang|gangster|subjective camera|written and directed by cast member|yakuza,10000000.0,1,Takeshi Kitano,Brother 
3246,91.0,Mishael Morgan,Drama|Music,Shane Pollard,Chase Armitage,,10000000.0,0,Robert Adetuyi,You Got Served: Beat the World 
2271,117.0,Ari Graynor,Comedy|Romance,Chris Evans,Ed Begley Jr.,ex boyfriend|morning after|prince charming|quarrel|womanizer,20000000.0,0,Mark Mylod,What's Your Number? 
914,108.0,Meryl Streep,Comedy|Family|Musical|Romance,Colin Firth,Julie Walters,bride|greece|island|mediterranean|wedding,52000000.0,0,Phyllida Lloyd,Mamma Mia! 
3576,121.0,Chulpan Khamatova,Drama|Romance,Florian Lukas,Burghart Klaußner,coma|east germany|german democratic republic|germany|heart attack,4800000.0,1,Wolfgang Becker,Good Bye Lenin! 
4204,80.0,Emily Pearson,Documentary,Dustin Lance Black,Gavin Newsom,church|marriage|mormon|mormon church|proposition,2500000.0,1,Reed Cowan,8: The Mormon Proposition 
3046,100.0,Bud Cort,Horror|Sci-Fi,Louise Fletcher,William Bassett,alien|boy|nurse|school|school nurse,12000000.0,0,Tobe Hooper,Invaders from Mars 
2243,112.0,Taran Killam,Comedy|Romance,Dane Cook,Riki Lindhome,breasts|female rear nudity|jesus crust pizza parlor|thong panties|wedding,40000000.0,0,Howard Deutch,My Best Friend's Girl 
4918,105.0,Robert Turano,Comedy|Drama|Music,Elaine Bromka,Matthew Gumley,,200000.0,1,C. Fraser Press,Theresa Is a Mother 
617,136.0,Shane Hartline,Comedy|Drama|Musical|Romance,James Martin Kelly,Celina Beach,concert|love|music industry|panties|pole dancer,75000000.0,0,Adam Shankman,Rock of Ages 
2293,111.0,Kelly Preston,Action|Crime|Thriller,Aisha Tyler,Edi Gathegi,blood|death|gang|murder|revenge,20000000.0,1,James Wan,Death Sentence 
2342,30.0,George Coulouris,Drama|Family,Peter Vaughan,Ewen Solon,,,1,,The Doombolt Chase             
2306,100.0,Ty Olsson,Drama|Horror|Sci-Fi|Thriller,Laura Harring,Jackie Burroughs,at work|rat|revenge|vermin|work,22000000.0,0,Glen Morgan,Willard 
3881,60.0,Daniella Alonso,Crime|Drama,Dorian Missick,Ellen Barkin,based on film|brother brother relationship|crime family|remake|southern california,,1,,Animal Kingdom             
247,108.0,Grant Heslov,Action|Adventure|Thriller,Jamie Renée Smith,Tzi Ma,ash|escape|lava|mayor|volcano,116000000.0,0,Roger Donaldson,Dante's Peak 
1042,118.0,Angelina Jolie Pitt,Crime|Drama|Mystery|Thriller,Denzel Washington,Leland Orser,new york city|police|quadriplegic|serial killer|suicide,48000000.0,1,Phillip Noyce,The Bone Collector 
4936,88.0,Edwin Neal,Horror|Thriller,Gunnar Hansen,Marilyn Burns,cannibal|chainsaw|hitchhiker|independent film|leatherface,83532.0,1,Tobe Hooper,The Texas Chain Saw Massacre 
1559,87.0,Jason Flemyng,Action|Crime|Thriller,Jason Statham,Matthew Modine,driver|french|kidnapping|police|sequel,32000000.0,0,Louis Leterrier,Transporter 2 
3242,104.0,Leonor Watling,Crime|Mystery|Thriller,Jim Carter,Danny Sapani,landlady|lecture|murder|oxford university|symbol,10000000.0,0,Álex de la Iglesia,The Oxford Murders 
1147,136.0,Rob Brown,Drama,F. Murray Abraham,Michael Nouri,basketball|mentor|new york|school|writing,43000000.0,1,Gus Van Sant,Finding Forrester 
1066,118.0,Maura Tierney,Drama|Mystery|Thriller,Al Pacino,Crystal Lowe,detective|insomnia|murder|partner|police,46000000.0,1,Christopher Nolan,Insomnia 
471,98.0,Anne Heche,Action|Adventure|Comedy|Romance,Harrison Ford,Amy Sedaris,airplane|island|pilot|storm|thunderstorm,70000000.0,0,Ivan Reitman,Six Days Seven Nights 
2502,108.0,Greg Nicotero,Horror,Dan Byrd,Vinessa Shaw,desert|horror movie remake|murder of family|rape|slasher,15000000.0,0,Alexandre Aja,The Hills Have Eyes 
1617,91.0,Christine Cavanaugh,Comedy|Drama|Family,Miriam Margolyes,Roscoe Lee Browne,dog|farmer|pig|sheep|sheepdog,30000000.0,1,Chris Noonan,Babe 
1386,107.0,Taylor Blackwell,Drama|Family,Morgan Freeman,Harry Connick Jr.,dolphin|latex gloves|medical scrubs|purple gloves|turtle,36000000.0,0,Charles Martin Smith,Dolphin Tale 2 
2544,106.0,Ron Lester,Comedy|Drama|Romance|Sport,Paul Walker,Mark Walters,coach|coyote|popularity|quarterback|texas,16000000.0,0,Brian Robbins,Varsity Blues 
3371,94.0,Lola Glaudini,Comedy|Romance,Mackenzie Davis,Josh Pais,dating|divorce|father daughter relationship|mother daughter relationship|party,8000000.0,0,Tom Gormican,That Awkward Moment 
2962,94.0,Patton Oswalt,Comedy|Drama,Charlize Theron,Collette Wolfe,car damage|computer printer|female band|fingernail polish|narcissism,12000000.0,0,Jason Reitman,Young Adult 
3505,93.0,Faizon Love,Comedy|Sport,Jeffrey Jones,Lil' Wayne,2000s|golf caddy|golf course|golfer|question mark in title,7000000.0,0,Don Michael Paul,Who's Your Caddy? 
203,96.0,Jeff Bridges,Action|Comedy|Fantasy,Ryan Reynolds,Stephanie Szostak,drug dealer|gold|partner|police|undead,130000000.0,0,Robert Schwentke,R.I.P.D. 
443,85.0,Jason Scott Lee,Adventure|Animation|Comedy|Drama|Family|Fantasy|Sci-Fi,Tia Carrere,David Ogden Stiers,alien|escape|fugitive|hawaii|social worker,80000000.0,1,Dean DeBlois,Lilo & Stitch 
1127,106.0,Jason Flemyng,Action|Adventure|Horror|Sci-Fi,Djimon Hounsou,Wes Studi,creature feature|hijacker|ocean|ship|shot in the leg,45000000.0,0,Stephen Sommers,Deep Rising 
4053,91.0,David Kelly,Comedy,James Nesbitt,Fionnula Flanagan,dead body|death|lottery|small town|village,3000000.0,1,Kirk Jones,Waking Ned Devine 
2265,105.0,Michael Moore,Crime|Documentary|News,Ronald Reagan,Bernie Sanders,capitalism|critique of capitalism|investment bank|market economy|plutocracy,,1,Michael Moore,Capitalism: A Love Story 
4301,85.0,Steve Buscemi,Comedy|Drama,Peter Dinklage,Romany Malco,city name in title|male frontal nudity|place name in title,3800000.0,0,Hue Rhodes,Saint John of Las Vegas 
4424,80.0,Jeff Garlin,Comedy|Romance,Jessy Schram,Joey Slotnick,cheese|city|ice cream|school|second city,1500000.0,0,Jeff Garlin,I Want Someone to Eat Cheese With 
4303,129.0,Caleb Landry Jones,Drama,Jeremy Irvine,Matt Craven,box office flop|critically bashed|gay rights|new york city|stonewall riots,13500000.0,0,Roland Emmerich,Stonewall 
549,131.0,Paz Vega,Comedy|Drama|Romance,Adam Sandler,Sarah Steele,chef|college|housekeeper|letter|mexico,80000000.0,0,James L. Brooks,Spanglish 
1765,127.0,Topol,Action|Adventure|Thriller,Julian Glover,Desmond Llewelyn,agent|british|ice skater|ship|spy,28000000.0,1,John Glen,For Your Eyes Only 
2106,106.0,Bruce Dern,Crime|Drama|Mystery|Thriller,Chris Noth,Trevor Morgan,car|car accident|death|friend|glass,30000000.0,0,Daniel Sackheim,The Glass House 
2049,201.0,Thomas Kretschmann,Action|Adventure|Drama|Romance,Naomi Watts,Evan Parke,animal name in title|ape abducts a woman|gorilla|island|king kong,207000000.0,1,Peter Jackson,King Kong 
2,148.0,Rory Kinnear,Action|Adventure|Thriller,Christoph Waltz,Stephanie Sigman,bomb|espionage|sequel|spy|terrorist,245000000.0,1,Sam Mendes,Spectre 
1827,112.0,Philip Seymour Hoffman,Comedy|Crime|Drama,Robert De Niro,Chris Bauer,gay interest|gay lead character|gay republican|homosexual|neighbor,15000000.0,0,Joel Schumacher,Flawless 
2741,97.0,JJ Feild,Action|Adventure|Drama|History|Thriller|War,Michael Fassbender,Dave Legeno,mushroom|mute|roman soldier|screaming|wood carving,,0,Neil Marshall,Centurion 
2859,112.0,Orson Bean,Comedy|Drama|Fantasy,Willie Garson,Mary Kay Place,body swap|magical realism|portal|puppeteer|surrealism,13000000.0,1,Spike Jonze,Being John Malkovich 
113,206.0,Angelina Jolie Pitt,Action|Adventure|Biography|Drama|History|Romance|War,Anthony Hopkins,Brian Blessed,ancient greece|conquest|greek|greek myth|king,155000000.0,0,Oliver Stone,Alexander 
2900,100.0,Al Pacino,Crime|Drama|Mystery,Kevin Spacey,Jude Ciccolella,office|pressure|real estate|robbery|sales,12500000.0,1,James Foley,Glengarry Glen Ross 
1085,122.0,Snoop Dogg,Crime|Drama|Thriller,Denzel Washington,Tom Berenger,lapd|narc|narcotics|title spoken by character|training,45000000.0,1,Antoine Fuqua,Training Day 
121,89.0,Jada Pinkett Smith,Action|Adventure|Animation|Comedy|Family,Bernie Mac,Cedric the Entertainer,africa|madagascar|new york city|sequel|zoo,150000000.0,1,Eric Darnell,Madagascar: Escape 2 Africa 
2073,90.0,Landon Liboiron,Drama|Western,Demi Moore,Michael Wincott,,11000000.0,0,Jon Cassar,Forsaken 
725,101.0,Alicia Witt,Comedy|Romance,Dorian Missick,Dana Ivey,developer|divorce|lawyer|love|new york city,60000000.0,0,Marc Lawrence,Two Weeks Notice 
3250,81.0,Charlotte Bøving,Comedy|Drama|Romance,Ingvar Eggert Sigurðsson,Sigríður María Egilsdóttir,barbed wire|barbed wire fence|horse|nature|snowstorm,10000000.0,1,Benedikt Erlingsson,Of Horses and Men 
3763,150.0,Gedde Watanabe,Comedy|Drama,Fran Drescher,Michael Richards,gambling|imagination|television|television station|tv show,5000000.0,1,Jay Levey,UHF 
3887,96.0,Duane Jones,Drama|Horror|Mystery,Judith O'Dea,S. William Hinzman,cemetery|farmhouse|radiation|running out of gas|zombie,114000.0,1,George A. Romero,Night of the Living Dead 
1773,83.0,Dilshad Vadsaria,Action|Comedy|Crime,Bianca Kajlich,Fred Ward,bank heist|bank robbery|heist gone wrong|pizza delivery boy|unlikely criminal,28000000.0,0,Ruben Fleischer,30 Minutes or Less 
2766,108.0,Linda Kozlowski,Action|Adventure|Comedy,Paul Hogan,John Meillon,australia|australian|crime boss|crocodile|gangster,15800000.0,0,John Cornell,Crocodile Dundee II 
1259,94.0,Randall Park,Comedy,James Wilcox,Nat Faxon,sex in a car|sex video|sexual desire|sexuality|undressing,40000000.0,0,Jake Kasdan,Sex Tape 
1285,108.0,James Franco,Crime|Drama|Mystery|Thriller,Robert De Niro,John Doman,beach|grandson|murder|new york city|police,60000000.0,0,Michael Caton-Jones,City by the Sea 
2437,90.0,Ari Graynor,Comedy|Drama|Romance,Steve Buscemi,Fred Willard,alter ego|boarding school|love|masturbation|teen movie,18000000.0,0,Miguel Arteta,Youth in Revolt 
1752,110.0,Nina Arianda,Biography|Comedy|Drama|Music|Romance,Meryl Streep,John Sessions,heiress|opera singer|platonic marriage|singer|singing,29000000.0,1,Stephen Frears,Florence Foster Jenkins 
408,138.0,Rufus Sewell,Comedy|Romance,Kate Winslet,Sarah Parish,book|composer|house|love|self esteem,85000000.0,1,Nancy Meyers,The Holiday 
590,101.0,Rufus Sewell,Action|Adventure,Dwayne Johnson,Ingrid Bolsø Berdal,army|greek mythology|hercules|king|mercenary,100000000.0,0,Brett Ratner,Hercules 
1090,136.0,Rick Gonzalez,Drama|Sport,Channing Tatum,Robert Ri'chard,basketball|basketball coach|coach|contract|high school,30000000.0,1,Thomas Carter,Coach Carter 
1937,142.0,Jeffrey DeMunn,Crime|Drama,Morgan Freeman,Bob Gunton,escape from prison|first person narration|prison|prison cell search|wrongful imprisonment,25000000.0,1,Frank Darabont,The Shawshank Redemption 
4121,100.0,Eric Stoltz,Drama|History|War,Johnny Pacar,Brendan Fehr,,3000000.0,0,Kate Connor,Fort McCoy 
735,170.0,Kristin Scott Thomas,Drama|Romance|Western,Scarlett Johansson,Jessalyn Gilsig,grace|groom|horse|montana|western u.s.,60000000.0,0,Robert Redford,The Horse Whisperer 
2269,88.0,Fred Ward,Action|Crime|Thriller,Andrew Fiscella,Lorna Raver,armored truck|blood splatter|die hard scenario|guard|heist,27000000.0,0,Nimród Antal,Armored 
189,116.0,Lisa Ann Walter,Adventure|Sci-Fi|Thriller,Tom Cruise,Rick Gonzalez,alien|fight|storm|survival|tripod,132000000.0,0,Steven Spielberg,War of the Worlds 
4407,97.0,Jennifer Westfeldt,Comedy|Drama|Romance,Scott Cohen,Brian Stepanek,friend|friendship|journalist|new york city|personal ad,1000000.0,1,Charles Herman-Wurmfeld,Kissing Jessica Stein 
2468,121.0,Joaquim de Almeida,Action|Drama|History|Romance|War|Western,Tom Berenger,Mark Moses,american|battalion|catholic|mexican|sergeant,11350000.0,0,Lance Hool,One Man's Hero 
2523,110.0,Eddie Marsan,Drama|Mystery|Romance|Thriller,Rufus Sewell,Jake Wood,duchess|illusionist|magician|prince|supernatural power,16000000.0,1,Neil Burger,The Illusionist 
1321,101.0,Zan Marolt,Adventure|Comedy|Drama|Romance|Thriller|War,James Brolin,Ljubomir Kerekes,bosnia|cia|fox|hunt|war criminal,25000000.0,1,Richard Shepard,The Hunting Party 
3504,94.0,David Gulpilil,Adventure|Biography|Drama|History,Roy Billing,Deborah Mailman,aborigine|based on true story|colonialism|fence|half caste,6000000.0,1,Phillip Noyce,Rabbit-Proof Fence 
